timestamp,demand,demand_forecast,net_generation,total_interchange,forecast_error,imbalance,margin_proxy,demand_delta,generation_delta,imbalance_delta,hour,imbalance_residual
2020-01-02 01:00:00,22256.0,21944.0,10782.0,-7791.0,312.0,11474.0,-19265.0,1376.0,-719.0,2095.0,1,4301.0
2020-01-02 02:00:00,24622.0,25049.0,10770.0,-9162.0,-427.0,13852.0,-23014.0,2366.0,-12.0,2378.0,2,4960.0
2020-01-02 03:00:00,25063.0,25508.0,11204.0,-9521.0,-445.0,13859.0,-23380.0,441.0,434.0,7.0,3,3979.0
2020-01-02 04:00:00,24896.0,25135.0,11651.0,-9484.0,-239.0,13245.0,-22729.0,-167.0,447.0,-614.0,4,3030.0
2020-01-02 05:00:00,24464.0,24467.0,11935.0,-9240.0,-3.0,12529.0,-21769.0,-432.0,284.0,-716.0,5,2002.0
2020-01-02 06:00:00,23591.0,23551.0,11328.0,-8496.0,40.0,12263.0,-20759.0,-873.0,-607.0,-266.0,6,1668.5
2020-01-02 07:00:00,22271.0,22209.0,10782.0,-8111.0,62.0,11489.0,-19600.0,-1320.0,-546.0,-774.0,7,1197.5
2020-01-02 08:00:00,20942.0,20804.0,10817.0,-7423.0,138.0,10125.0,-17548.0,-1329.0,35.0,-1364.0,8,368.5
2020-01-02 09:00:00,20115.0,19962.0,10424.0,-7047.0,153.0,9691.0,-16738.0,-827.0,-393.0,-434.0,9,213.0
2020-01-02 10:00:00,19542.0,19245.0,9406.0,-7422.0,297.0,10136.0,-17558.0,-573.0,-1018.0,445.0,10,911.0
2020-01-02 11:00:00,19159.0,18829.0,9860.0,-7383.0,330.0,9299.0,-16682.0,-383.0,454.0,-837.0,11,336.0
2020-01-02 12:00:00,19108.0,18794.0,10186.0,-6998.0,314.0,8922.0,-15920.0,-51.0,326.0,-377.0,12,247.5
2020-01-02 13:00:00,19758.0,19310.0,10101.0,-6897.0,448.0,9657.0,-16554.0,650.0,-85.0,735.0,13,1138.0
2020-01-02 14:00:00,20876.0,20908.0,10909.0,-7352.0,-32.0,9967.0,-17319.0,1118.0,808.0,310.0,14,1831.0
2020-01-02 15:00:00,22893.0,23515.0,11611.0,-8277.0,-622.0,11282.0,-19559.0,2017.0,702.0,1315.0,15,4304.0
2020-01-02 16:00:00,23971.0,24760.0,13234.0,-8657.0,-789.0,10737.0,-19394.0,1078.0,1623.0,-545.0,16,5094.0
2020-01-02 17:00:00,24189.0,24404.0,15158.0,-7745.0,-215.0,9031.0,-16776.0,218.0,1924.0,-1706.0,17,4177.0
2020-01-02 18:00:00,23546.0,23448.0,14688.0,-6398.0,98.0,8858.0,-15256.0,-643.0,-470.0,-173.0,18,4424.0
2020-01-02 19:00:00,22520.0,22600.0,15706.0,-5665.0,-80.0,6814.0,-12479.0,-1026.0,1018.0,-2044.0,19,2747.0
2020-01-02 20:00:00,22370.0,21894.0,15614.0,-5170.0,476.0,6756.0,-11926.0,-150.0,-92.0,-58.0,20,3026.0
2020-01-02 21:00:00,22321.0,21594.0,15834.0,-5380.0,727.0,6487.0,-11867.0,-49.0,220.0,-269.0,21,2950.0
2020-01-02 22:00:00,22457.0,21674.0,15771.0,-5438.0,783.0,6686.0,-12124.0,136.0,-63.0,199.0,22,3146.0
2020-01-02 23:00:00,22437.0,22030.0,14479.0,-5530.0,407.0,7958.0,-13488.0,-20.0,-1292.0,1272.0,23,3851.5
2020-01-03 00:00:00,23182.0,22630.0,12279.0,-6529.0,552.0,10903.0,-17432.0,745.0,-2200.0,2945.0,0,5518.0
2020-01-03 01:00:00,24962.0,24039.0,12628.0,-8707.0,923.0,12334.0,-21041.0,1780.0,349.0,1431.0,1,5161.0
2020-01-03 02:00:00,27365.0,26637.0,12846.0,-9658.0,728.0,14519.0,-24177.0,2403.0,218.0,2185.0,2,5627.0
2020-01-03 03:00:00,27671.0,27074.0,12898.0,-9832.0,597.0,14773.0,-24605.0,306.0,52.0,254.0,3,4893.0
2020-01-03 04:00:00,27247.0,26589.0,12804.0,-9316.0,658.0,14443.0,-23759.0,-424.0,-94.0,-330.0,4,4228.0
2020-01-03 05:00:00,26522.0,25833.0,12673.0,-9165.0,689.0,13849.0,-23014.0,-725.0,-131.0,-594.0,5,3322.0
2020-01-03 06:00:00,25485.0,24646.0,12223.0,-8728.0,839.0,13262.0,-21990.0,-1037.0,-450.0,-587.0,6,2667.5
2020-01-03 07:00:00,23921.0,22953.0,11720.0,-8160.0,968.0,12201.0,-20361.0,-1564.0,-503.0,-1061.0,7,1909.5
2020-01-03 08:00:00,22300.0,21332.0,11104.0,-7725.0,968.0,11196.0,-18921.0,-1621.0,-616.0,-1005.0,8,1439.5
2020-01-03 09:00:00,21085.0,20399.0,10916.0,-7189.0,686.0,10169.0,-17358.0,-1215.0,-188.0,-1027.0,9,691.0
2020-01-03 10:00:00,20215.0,19678.0,10858.0,-6593.0,537.0,9357.0,-15950.0,-870.0,-58.0,-812.0,10,132.0
2020-01-03 11:00:00,19798.0,19216.0,10702.0,-6446.0,582.0,9096.0,-15542.0,-417.0,-156.0,-261.0,11,133.0
2020-01-03 12:00:00,19730.0,19153.0,10779.0,-6416.0,577.0,8951.0,-15367.0,-68.0,77.0,-145.0,12,276.5
2020-01-03 13:00:00,20273.0,19731.0,10964.0,-6582.0,542.0,9309.0,-15891.0,543.0,185.0,358.0,13,790.0
2020-01-03 14:00:00,21623.0,21279.0,11321.0,-7442.0,344.0,10302.0,-17744.0,1350.0,357.0,993.0,14,2166.0
2020-01-03 15:00:00,23608.0,23720.0,12060.0,-8640.0,-112.0,11548.0,-20188.0,1985.0,739.0,1246.0,15,4570.0
2020-01-03 16:00:00,24537.0,24804.0,14345.0,-8533.0,-267.0,10192.0,-18725.0,929.0,2285.0,-1356.0,16,4549.0
2020-01-03 17:00:00,24140.0,24209.0,15902.0,-6365.0,-69.0,8238.0,-14603.0,-397.0,1557.0,-1954.0,17,3384.0
2020-01-03 18:00:00,23231.0,23250.0,15737.0,-4832.0,-19.0,7494.0,-12326.0,-909.0,-165.0,-744.0,18,3060.0
2020-01-03 19:00:00,22492.0,22424.0,16393.0,-4595.0,68.0,6099.0,-10694.0,-739.0,656.0,-1395.0,19,2032.0
2020-01-03 20:00:00,22103.0,21790.0,15939.0,-3997.0,313.0,6164.0,-10161.0,-389.0,-454.0,65.0,20,2434.0
2020-01-03 21:00:00,21807.0,21454.0,16028.0,-3998.0,353.0,5779.0,-9777.0,-296.0,89.0,-385.0,21,2242.0
2020-01-03 22:00:00,21865.0,21523.0,15975.0,-4354.0,342.0,5890.0,-10244.0,58.0,-53.0,111.0,22,2350.0
2020-01-03 23:00:00,22230.0,21788.0,15226.0,-4487.0,442.0,7004.0,-11491.0,365.0,-749.0,1114.0,23,2897.5
2020-01-04 00:00:00,23072.0,22438.0,12459.0,-5646.0,634.0,10613.0,-16259.0,842.0,-2767.0,3609.0,0,5228.0
2020-01-04 01:00:00,24731.0,23808.0,12393.0,-8219.0,923.0,12338.0,-20557.0,1659.0,-66.0,1725.0,1,5165.0
2020-01-04 02:00:00,27003.0,26197.0,12521.0,-9793.0,806.0,14482.0,-24275.0,2272.0,128.0,2144.0,2,5590.0
2020-01-04 03:00:00,27198.0,26434.0,12395.0,-10068.0,764.0,14803.0,-24871.0,195.0,-126.0,321.0,3,4923.0
2020-01-04 04:00:00,26696.0,25758.0,12279.0,-9774.0,938.0,14417.0,-24191.0,-502.0,-116.0,-386.0,4,4202.0
2020-01-04 05:00:00,26081.0,24951.0,12072.0,-9678.0,1130.0,14009.0,-23687.0,-615.0,-207.0,-408.0,5,3482.0
2020-01-04 06:00:00,25227.0,23947.0,12141.0,-8891.0,1280.0,13086.0,-21977.0,-854.0,69.0,-923.0,6,2491.5
2020-01-04 07:00:00,23841.0,22581.0,11166.0,-8331.0,1260.0,12675.0,-21006.0,-1386.0,-975.0,-411.0,7,2383.5
2020-01-04 08:00:00,22341.0,21248.0,10372.0,-7972.0,1093.0,11969.0,-19941.0,-1500.0,-794.0,-706.0,8,2212.5
2020-01-04 09:00:00,21201.0,20284.0,9470.0,-8301.0,917.0,11731.0,-20032.0,-1140.0,-902.0,-238.0,9,2253.0
2020-01-04 10:00:00,20318.0,19443.0,9149.0,-8080.0,875.0,11169.0,-19249.0,-883.0,-321.0,-562.0,10,1944.0
2020-01-04 11:00:00,19768.0,18959.0,8520.0,-8262.0,809.0,11248.0,-19510.0,-550.0,-629.0,79.0,11,2285.0
2020-01-04 12:00:00,19537.0,18743.0,8621.0,-8258.0,794.0,10916.0,-19174.0,-231.0,101.0,-332.0,12,2241.5
2020-01-04 13:00:00,19720.0,18906.0,8659.0,-8303.0,814.0,11061.0,-19364.0,183.0,38.0,145.0,13,2542.0
2020-01-04 14:00:00,20325.0,19551.0,9076.0,-8319.0,774.0,11249.0,-19568.0,605.0,417.0,188.0,14,3113.0
2020-01-04 15:00:00,21343.0,20614.0,9634.0,-8949.0,729.0,11709.0,-20658.0,1018.0,558.0,460.0,15,4731.0
2020-01-04 16:00:00,21733.0,21061.0,11389.0,-8641.0,672.0,10344.0,-18985.0,390.0,1755.0,-1365.0,16,4701.0
2020-01-04 17:00:00,21444.0,20883.0,13342.0,-6855.0,561.0,8102.0,-14957.0,-289.0,1953.0,-2242.0,17,3248.0
2020-01-04 18:00:00,20752.0,20464.0,13798.0,-5041.0,288.0,6954.0,-11995.0,-692.0,456.0,-1148.0,18,2520.0
2020-01-04 19:00:00,20260.0,19817.0,14019.0,-4527.0,443.0,6241.0,-10768.0,-492.0,221.0,-713.0,19,2174.0
2020-01-04 20:00:00,19718.0,19284.0,13858.0,-4161.0,434.0,5860.0,-10021.0,-542.0,-161.0,-381.0,20,2130.0
2020-01-04 21:00:00,19523.0,18924.0,14379.0,-4128.0,599.0,5144.0,-9272.0,-195.0,521.0,-716.0,21,1607.0
2020-01-04 22:00:00,19953.0,18878.0,13910.0,-4306.0,1075.0,6043.0,-10349.0,430.0,-469.0,899.0,22,2503.0
2020-01-04 23:00:00,20209.0,19104.0,14014.0,-5127.0,1105.0,6195.0,-11322.0,256.0,104.0,152.0,23,2088.5
2020-01-05 00:00:00,21030.0,19948.0,11200.0,-6017.0,1082.0,9830.0,-15847.0,821.0,-2814.0,3635.0,0,4445.0
2020-01-05 01:00:00,22723.0,21619.0,10840.0,-8251.0,1104.0,11883.0,-20134.0,1693.0,-360.0,2053.0,1,4710.0
2020-01-05 02:00:00,25212.0,24550.0,11383.0,-9681.0,662.0,13829.0,-23510.0,2489.0,543.0,1946.0,2,4937.0
2020-01-05 03:00:00,25590.0,24985.0,11318.0,-9737.0,605.0,14272.0,-24009.0,378.0,-65.0,443.0,3,4392.0
2020-01-05 04:00:00,25161.0,24494.0,11464.0,-9844.0,667.0,13697.0,-23541.0,-429.0,146.0,-575.0,4,3482.0
2020-01-05 05:00:00,24813.0,23807.0,11640.0,-9383.0,1006.0,13173.0,-22556.0,-348.0,176.0,-524.0,5,2646.0
2020-01-05 06:00:00,24151.0,22988.0,11333.0,-9344.0,1163.0,12818.0,-22162.0,-662.0,-307.0,-355.0,6,2223.5
2020-01-05 07:00:00,22956.0,21908.0,10475.0,-8771.0,1048.0,12481.0,-21252.0,-1195.0,-858.0,-337.0,7,2189.5
2020-01-05 08:00:00,21701.0,20732.0,10539.0,-8582.0,969.0,11162.0,-19744.0,-1255.0,64.0,-1319.0,8,1405.5
2020-01-05 09:00:00,20621.0,20599.0,10200.0,-7596.0,22.0,10421.0,-18017.0,-1080.0,-339.0,-741.0,9,943.0
2020-01-05 10:00:00,19794.0,19747.0,10865.0,-6863.0,47.0,8929.0,-15792.0,-827.0,665.0,-1492.0,10,-296.0
2020-01-05 11:00:00,19587.0,19151.0,10403.0,-6770.0,436.0,9184.0,-15954.0,-207.0,-462.0,255.0,11,221.0
2020-01-05 12:00:00,19326.0,18876.0,10411.0,-6635.0,450.0,8915.0,-15550.0,-261.0,8.0,-269.0,12,240.5
2020-01-05 13:00:00,19441.0,18868.0,10465.0,-6669.0,573.0,8976.0,-15645.0,115.0,54.0,61.0,13,457.0
2020-01-05 14:00:00,19895.0,19225.0,10637.0,-6565.0,670.0,9258.0,-15823.0,454.0,172.0,282.0,14,1122.0
2020-01-05 15:00:00,20437.0,19962.0,11128.0,-6725.0,475.0,9309.0,-16034.0,542.0,491.0,51.0,15,2331.0
2020-01-05 16:00:00,20804.0,20351.0,12803.0,-6662.0,453.0,8001.0,-14663.0,367.0,1675.0,-1308.0,16,2358.0
2020-01-05 17:00:00,20617.0,20167.0,12302.0,-5729.0,450.0,8315.0,-14044.0,-187.0,-501.0,314.0,17,3461.0
2020-01-05 18:00:00,20079.0,19585.0,14406.0,-5333.0,494.0,5673.0,-11006.0,-538.0,2104.0,-2642.0,18,1239.0
2020-01-05 19:00:00,19657.0,18860.0,14574.0,-3783.0,797.0,5083.0,-8866.0,-422.0,168.0,-590.0,19,1016.0
2020-01-05 20:00:00,19223.0,18339.0,14497.0,-3128.0,884.0,4726.0,-7854.0,-434.0,-77.0,-357.0,20,996.0
2020-01-05 21:00:00,19075.0,18203.0,14527.0,-2935.0,872.0,4548.0,-7483.0,-148.0,30.0,-178.0,21,1011.0
2020-01-05 22:00:00,19187.0,18289.0,13228.0,-3880.0,898.0,5959.0,-9839.0,112.0,-1299.0,1411.0,22,2419.0
2020-01-05 23:00:00,19609.0,18883.0,13289.0,-4734.0,726.0,6320.0,-11054.0,422.0,61.0,361.0,23,2213.5
2020-01-06 00:00:00,20505.0,19890.0,11231.0,-5838.0,615.0,9274.0,-15112.0,896.0,-2058.0,2954.0,0,3889.0
2020-01-06 01:00:00,22609.0,21795.0,11621.0,-7827.0,814.0,10988.0,-18815.0,2104.0,390.0,1714.0,1,3815.0
2020-01-06 02:00:00,25438.0,24895.0,11810.0,-9180.0,543.0,13628.0,-22808.0,2829.0,189.0,2640.0,2,4736.0
2020-01-06 03:00:00,26080.0,25606.0,11511.0,-9932.0,474.0,14569.0,-24501.0,642.0,-299.0,941.0,3,4689.0
2020-01-06 04:00:00,25833.0,25307.0,11414.0,-10157.0,526.0,14419.0,-24576.0,-247.0,-97.0,-150.0,4,4204.0
2020-01-06 05:00:00,25283.0,24651.0,11092.0,-9752.0,632.0,14191.0,-23943.0,-550.0,-322.0,-228.0,5,3664.0
2020-01-06 06:00:00,24344.0,23668.0,11065.0,-9593.0,676.0,13279.0,-22872.0,-939.0,-27.0,-912.0,6,2684.5
2020-01-06 07:00:00,22780.0,22270.0,10636.0,-8799.0,510.0,12144.0,-20943.0,-1564.0,-429.0,-1135.0,7,1852.5
2020-01-06 08:00:00,21239.0,20798.0,10562.0,-8233.0,441.0,10677.0,-18910.0,-1541.0,-74.0,-1467.0,8,920.5
2020-01-06 09:00:00,20300.0,20205.0,10443.0,-7359.0,95.0,9857.0,-17216.0,-939.0,-119.0,-820.0,9,379.0
2020-01-06 10:00:00,19681.0,19471.0,10293.0,-6982.0,210.0,9388.0,-16370.0,-619.0,-150.0,-469.0,10,163.0
2020-01-06 11:00:00,19333.0,19131.0,10260.0,-6714.0,202.0,9073.0,-15787.0,-348.0,-33.0,-315.0,11,110.0
2020-01-06 12:00:00,19289.0,19183.0,10642.0,-6631.0,106.0,8647.0,-15278.0,-44.0,382.0,-426.0,12,-27.5
2020-01-06 13:00:00,19988.0,19902.0,10961.0,-6802.0,86.0,9027.0,-15829.0,699.0,319.0,380.0,13,508.0
2020-01-06 14:00:00,21615.0,21637.0,11882.0,-7356.0,-22.0,9733.0,-17089.0,1627.0,921.0,706.0,14,1597.0
2020-01-06 15:00:00,24201.0,24384.0,12910.0,-8103.0,-183.0,11291.0,-19394.0,2586.0,1028.0,1558.0,15,4313.0
2020-01-06 16:00:00,25522.0,25688.0,15126.0,-8234.0,-166.0,10396.0,-18630.0,1321.0,2216.0,-895.0,16,4753.0
2020-01-06 17:00:00,24820.0,25176.0,15965.0,-6993.0,-356.0,8855.0,-15848.0,-702.0,839.0,-1541.0,17,4001.0
2020-01-06 18:00:00,23695.0,24220.0,16511.0,-5479.0,-525.0,7184.0,-12663.0,-1125.0,546.0,-1671.0,18,2750.0
2020-01-06 19:00:00,22775.0,23407.0,16206.0,-4859.0,-632.0,6569.0,-11428.0,-920.0,-305.0,-615.0,19,2502.0
2020-01-06 20:00:00,22460.0,22800.0,17449.0,-4348.0,-340.0,5011.0,-9359.0,-315.0,1243.0,-1558.0,20,1281.0
2020-01-06 21:00:00,22449.0,22565.0,17359.0,-3973.0,-116.0,5090.0,-9063.0,-11.0,-90.0,79.0,21,1553.0
2020-01-06 22:00:00,22271.0,22743.0,16606.0,-3923.0,-472.0,5665.0,-9588.0,-178.0,-753.0,575.0,22,2125.0
2020-01-06 23:00:00,22171.0,23116.0,16210.0,-4124.0,-945.0,5961.0,-10085.0,-100.0,-396.0,296.0,23,1854.5
2020-01-07 00:00:00,23175.0,23683.0,14612.0,-5244.0,-508.0,8563.0,-13807.0,1004.0,-1598.0,2602.0,0,3178.0
2020-01-07 01:00:00,25061.0,25178.0,13945.0,-7222.0,-117.0,11116.0,-18338.0,1886.0,-667.0,2553.0,1,3943.0
2020-01-07 02:00:00,27481.0,27867.0,14396.0,-8578.0,-386.0,13085.0,-21663.0,2420.0,451.0,1969.0,2,4193.0
2020-01-07 03:00:00,27833.0,28364.0,14272.0,-8978.0,-531.0,13561.0,-22539.0,352.0,-124.0,476.0,3,3681.0
2020-01-07 04:00:00,27324.0,27851.0,13922.0,-8513.0,-527.0,13402.0,-21915.0,-509.0,-350.0,-159.0,4,3187.0
2020-01-07 05:00:00,26557.0,27037.0,13630.0,-8365.0,-480.0,12927.0,-21292.0,-767.0,-292.0,-475.0,5,2400.0
2020-01-07 06:00:00,25318.0,25707.0,13157.0,-8254.0,-389.0,12161.0,-20415.0,-1239.0,-473.0,-766.0,6,1566.5
2020-01-07 07:00:00,23496.0,23864.0,12209.0,-7815.0,-368.0,11287.0,-19102.0,-1822.0,-948.0,-874.0,7,995.5
2020-01-07 08:00:00,21804.0,22207.0,11569.0,-7073.0,-403.0,10235.0,-17308.0,-1692.0,-640.0,-1052.0,8,478.5
2020-01-07 09:00:00,20760.0,20956.0,11326.0,-6667.0,-196.0,9434.0,-16101.0,-1044.0,-243.0,-801.0,9,-44.0
2020-01-07 10:00:00,20048.0,20221.0,10988.0,-6433.0,-173.0,9060.0,-15493.0,-712.0,-338.0,-374.0,10,-165.0
2020-01-07 11:00:00,19652.0,19809.0,10880.0,-6444.0,-157.0,8772.0,-15216.0,-396.0,-108.0,-288.0,11,-191.0
2020-01-07 12:00:00,19616.0,19675.0,11002.0,-6454.0,-59.0,8614.0,-15068.0,-36.0,122.0,-158.0,12,-60.5
2020-01-07 13:00:00,20280.0,20256.0,11330.0,-6447.0,24.0,8950.0,-15397.0,664.0,328.0,336.0,13,431.0
2020-01-07 14:00:00,21977.0,21852.0,12661.0,-7209.0,125.0,9316.0,-16525.0,1697.0,1331.0,366.0,14,1180.0
2020-01-07 15:00:00,24580.0,24554.0,14129.0,-8259.0,26.0,10451.0,-18710.0,2603.0,1468.0,1135.0,15,3473.0
2020-01-07 16:00:00,25818.0,25646.0,15919.0,-8185.0,172.0,9899.0,-18084.0,1238.0,1790.0,-552.0,16,4256.0
2020-01-07 17:00:00,25215.0,25307.0,16311.0,-6800.0,-92.0,8904.0,-15704.0,-603.0,392.0,-995.0,17,4050.0
2020-01-07 18:00:00,24408.0,24349.0,16325.0,-5755.0,59.0,8083.0,-13838.0,-807.0,14.0,-821.0,18,3649.0
2020-01-07 19:00:00,23631.0,23457.0,16562.0,-5428.0,174.0,7069.0,-12497.0,-777.0,237.0,-1014.0,19,3002.0
2020-01-07 20:00:00,22976.0,22794.0,16261.0,-4757.0,182.0,6715.0,-11472.0,-655.0,-301.0,-354.0,20,2985.0
2020-01-07 21:00:00,22924.0,22550.0,15926.0,-4582.0,374.0,6998.0,-11580.0,-52.0,-335.0,283.0,21,3461.0
2020-01-07 22:00:00,22911.0,22681.0,15236.0,-5442.0,230.0,7675.0,-13117.0,-13.0,-690.0,677.0,22,4135.0
2020-01-07 23:00:00,23155.0,23033.0,15013.0,-5938.0,122.0,8142.0,-14080.0,244.0,-223.0,467.0,23,4035.5
2020-01-08 00:00:00,23882.0,23744.0,14175.0,-6624.0,138.0,9707.0,-16331.0,727.0,-838.0,1565.0,0,4322.0
2020-01-08 01:00:00,25332.0,25093.0,14193.0,-7588.0,239.0,11139.0,-18727.0,1450.0,18.0,1432.0,1,3966.0
2020-01-08 02:00:00,27673.0,27809.0,14755.0,-8977.0,-136.0,12918.0,-21895.0,2341.0,562.0,1779.0,2,4026.0
2020-01-08 03:00:00,28042.0,28300.0,14993.0,-9051.0,-258.0,13049.0,-22100.0,369.0,238.0,131.0,3,3169.0
2020-01-08 04:00:00,27594.0,27786.0,15180.0,-8648.0,-192.0,12414.0,-21062.0,-448.0,187.0,-635.0,4,2199.0
2020-01-08 05:00:00,26820.0,26944.0,14703.0,-7999.0,-124.0,12117.0,-20116.0,-774.0,-477.0,-297.0,5,1590.0
2020-01-08 06:00:00,25533.0,25654.0,13646.0,-7949.0,-121.0,11887.0,-19836.0,-1287.0,-1057.0,-230.0,6,1292.5
2020-01-08 07:00:00,23670.0,23758.0,12112.0,-8045.0,-88.0,11558.0,-19603.0,-1863.0,-1534.0,-329.0,7,1266.5
2020-01-08 08:00:00,21909.0,22063.0,11207.0,-7458.0,-154.0,10702.0,-18160.0,-1761.0,-905.0,-856.0,8,945.5
2020-01-08 09:00:00,20797.0,20653.0,10710.0,-7450.0,144.0,10087.0,-17537.0,-1112.0,-497.0,-615.0,9,609.0
2020-01-08 10:00:00,20079.0,19904.0,10935.0,-7032.0,175.0,9144.0,-16176.0,-718.0,225.0,-943.0,10,-81.0
2020-01-08 11:00:00,19671.0,19463.0,10496.0,-6659.0,208.0,9175.0,-15834.0,-408.0,-439.0,31.0,11,212.0
2020-01-08 12:00:00,19602.0,19396.0,10366.0,-7005.0,206.0,9236.0,-16241.0,-69.0,-130.0,61.0,12,561.5
2020-01-08 13:00:00,20172.0,20027.0,10602.0,-7319.0,145.0,9570.0,-16889.0,570.0,236.0,334.0,13,1051.0
2020-01-08 14:00:00,21788.0,21651.0,11906.0,-7999.0,137.0,9882.0,-17881.0,1616.0,1304.0,312.0,14,1746.0
2020-01-08 15:00:00,24313.0,24231.0,13182.0,-8405.0,82.0,11131.0,-19536.0,2525.0,1276.0,1249.0,15,4153.0
2020-01-08 16:00:00,25667.0,25558.0,14703.0,-8776.0,109.0,10964.0,-19740.0,1354.0,1521.0,-167.0,16,5321.0
2020-01-08 17:00:00,25235.0,25172.0,15965.0,-7199.0,63.0,9270.0,-16469.0,-432.0,1262.0,-1694.0,17,4416.0
2020-01-08 18:00:00,24667.0,24427.0,16147.0,-6844.0,240.0,8520.0,-15364.0,-568.0,182.0,-750.0,18,4086.0
2020-01-08 19:00:00,24314.0,23681.0,16582.0,-6496.0,633.0,7732.0,-14228.0,-353.0,435.0,-788.0,19,3665.0
2020-01-08 20:00:00,23756.0,23068.0,16397.0,-6130.0,688.0,7359.0,-13489.0,-558.0,-185.0,-373.0,20,3629.0
2020-01-08 21:00:00,23180.0,22755.0,15761.0,-5490.0,425.0,7419.0,-12909.0,-576.0,-636.0,60.0,21,3882.0
2020-01-08 22:00:00,22829.0,22707.0,15588.0,-5939.0,122.0,7241.0,-13180.0,-351.0,-173.0,-178.0,22,3701.0
2020-01-08 23:00:00,22963.0,22863.0,15647.0,-5727.0,100.0,7316.0,-13043.0,134.0,59.0,75.0,23,3209.5
2020-01-09 00:00:00,23837.0,23473.0,14450.0,-6040.0,364.0,9387.0,-15427.0,874.0,-1197.0,2071.0,0,4002.0
2020-01-09 01:00:00,25332.0,24918.0,14141.0,-7434.0,414.0,11191.0,-18625.0,1495.0,-309.0,1804.0,1,4018.0
2020-01-09 02:00:00,27399.0,27609.0,14527.0,-8943.0,-210.0,12872.0,-21815.0,2067.0,386.0,1681.0,2,3980.0
2020-01-09 03:00:00,27764.0,28059.0,14255.0,-9276.0,-295.0,13509.0,-22785.0,365.0,-272.0,637.0,3,3629.0
